date,company,advisor_name,username,post_text,likes,retweets,comments,label
2024-11-24,Bharti Airtel,Nicholas Johnson,juliemartinez,Something foot race I decision eight talk year bed I within result hope serve glass.,1483,221,416,0
2023-12-15,Tata Motors,Daniel Gomez,murillojohn,Stay various natural allow event look stay huge morning sure whose president detail over.,4713,1125,29,0
2024-03-18,ICICI Bank,Edward Lowe,sellerscurtis,Measure better chair respond fear continue fine treat where.,1617,413,933,0
2024-10-16,Tata Motors,Zachary Ponce,walshkelly,Learn over industry address member each ground shake.,1407,279,574,0
2024-10-18,Wipro,Carol Johnson,bsuarez,After hard figure fight fast tell local degree church gas bit main offer.,3719,1045,361,0
2024-07-24,Tata Motors,Sheri Martinez,michaelmiller,Fly thing pattern beyond get check item tough.,1427,1270,563,1
2025-02-02,Infosys,Julie Webster,james48,Store month tonight claim see establish common often benefit any policy.,3850,1473,388,0
2023-10-11,Adani Ports,Jeffrey Morales,raymond75,Campaign father prepare very important social speech foot range.,4836,1937,347,0
2023-09-15,HDFC Bank,Chelsea Pham,whicks,Commercial receive production what group add shake establish fly material.,4345,365,876,0
2025-01-04,HDFC Bank,Jose Campbell,nguzman,Upon describe clear democratic participant perhaps culture decide common worker detail challenge which.,4421,115,872,1
2023-09-24,Wipro,Samantha Burgess,rroberts,Color suggest especially serve strong dream Mr include especially throw left back simple cause.,2112,533,521,0
2025-06-02,Infosys,Steven Berry,wlewis,Doctor because theory act camera why always difficult skill.,3650,1055,78,0
2024-03-23,Adani Ports,Michael Kline,kiddjerry,Operation hit day individual Mr church bank green discussion human how.,3517,1335,255,0
2024-12-03,ICICI Bank,Pamela Moore,heathergutierrez,Today individual open speech new hundred hospital believe political contain wrong show defense.,4647,1840,318,0
2024-09-16,Adani Ports,Carmen Harris,kevinwebb,Space those how soldier own word sell rise law skin unit minute important state similar.,1080,1520,193,0
2024-07-07,Tata Motors,Mark Dean,jhernandez,Total attention father seek strategy nor shoulder age person on.,2039,362,889,0
2024-03-22,HDFC Bank,Dorothy Guzman,ifletcher,Pay ground house morning until sport free drive remain decide its must pressure heart total exactly.,4056,1026,541,0
2025-07-01,Wipro,Melissa Harris,conwaymonica,Role late want hear adult citizen individual whatever wonder young drop improve.,3322,722,770,1
2025-01-11,Infosys,Jamie Massey,wwhite,Without responsibility account avoid here play college point.,2040,1001,71,0
2024-06-29,Bharti Airtel,Leah Johnson,trevor87,Network purpose usually face room with also open.,1946,1121,954,0
2024-08-20,Adani Ports,Mrs. Lisa Chung MD,ruizglenda,Stop wish toward friend stand million early area thank law adult.,4653,910,996,0
2024-07-31,Wipro,David Brooks,ssullivan,Hear account approach form whether continue thought more not ready question child industry movie picture.,433,1549,877,0
2025-01-03,Tata Motors,Dr. Brianna Chandler DDS,williamsashley,Same realize third age least identify economic stay mean range away.,406,1070,167,0
2025-03-18,ICICI Bank,Samuel Wade,mross,Environmental believe hundred recent hit probably total feeling up station.,941,424,273,0
2024-01-15,HDFC Bank,Sheila Brown,john88,Operation character effort I despite perhaps measure pay in generation performance behavior talk where public front.,1568,172,158,0
2023-10-06,Tata Motors,Jeffrey Adams,grantmason,Happen her conference site method upon recently affect business subject best.,4255,1648,738,0
2024-12-24,Bharti Airtel,Kayla Lozano,anthonyjackson,Financial I summer of record business set pass left include.,4798,1843,48,0
2025-08-18,Wipro,John Taylor,janicepearson,Do too development common write blue produce push still way democratic.,1964,39,816,0
2023-11-02,Reliance,Jason Strickland,wendymoses,Black set set finally interest floor game series environmental.,1405,1630,213,0
2024-10-02,Wipro,Elizabeth Nelson,qmassey,Energy reality figure involve charge ever night what true stuff beat focus material finish.,3574,1148,620,0
2025-08-31,Tata Motors,Teresa Sutton,kellystephen,Car bag always group magazine floor consumer live scene food employee president should gas war but.,4594,476,851,0
2024-05-27,Wipro,Aaron Carter,kevin93,Doctor loss appear people could improve throw break range sea professor interview open reach strategy almost.,3455,1791,68,0
2023-09-15,ICICI Bank,Megan Rivera,dsexton,Add play recognize might beautiful name central still.,481,1639,359,0
2025-05-28,Tata Motors,Virginia Joyce,gonzalezandrew,Final other into the behavior nation opportunity true price.,4813,173,651,0
2024-03-20,Infosys,Rhonda Brown DDS,owest,Choice quite such guy return against fact job party business.,3392,537,383,0
2025-03-05,ICICI Bank,Anthony Bernard,nancyhaley,Pressure TV inside success news despite actually stage project box degree still list onto.,329,366,688,0
2024-12-18,Bharti Airtel,Jennifer Rodgers,daniel13,Past player travel act finish tax today reflect owner lay.,3894,785,795,0
2025-02-07,HDFC Bank,Sue Kennedy,paula32,Hair news win ask chance approach foreign budget move rise place stop various eye.,4699,1569,910,0
2024-06-17,Reliance,Joseph Anderson,dianehamilton,Suddenly forget system serious design early establish hotel.,3720,1650,149,0
2024-11-06,Infosys,Tina Hobbs,zhobbs,Positive assume reach onto discuss standard particular later billion group fill listen itself serious break black.,4852,271,946,0
2024-06-17,Bharti Airtel,Tanya Reyes,courtneydavis,Positive could weight change eat space beautiful suddenly try character trouble represent.,4476,891,673,0
2024-06-17,Infosys,Christopher Bailey,careymary,Scene account newspaper such thing way peace protect blue.,2830,973,892,0
2024-07-09,ICICI Bank,Jose Grimes,evelyn43,Sea adult reflect key phone indicate consider check would allow.,3360,974,838,0
2025-06-20,Infosys,Connor Jackson,ballrobert,Watch anything defense card answer himself treatment president per guess account top source reason fast.,212,1589,148,0
2023-12-14,ICICI Bank,Ryan Martinez,imartin,Head research mission night American only general walk lawyer name trial create fund cause edge.,642,1432,794,0
2024-02-01,Reliance,Todd Gardner,ashleyclarke,Return maintain five specific nice from participant national myself mind range market.,3357,633,681,0
2025-01-03,Wipro,Mary Mooney,dvaughn,Show reality set something particularly leg would in already use leader true image sound.,453,1424,858,0
2023-11-28,Reliance,Nicole Estrada,ramosrobert,Real everything system official month ok chair sport.,2658,1979,637,0
2025-07-09,HDFC Bank,Anna Knox,david11,Kitchen wish little common plan store hotel Mrs laugh.,3358,197,200,0
2024-11-29,Wipro,Robert Cross,brooke61,Identify easy wait wear without free require live thus song teacher quality realize your upon.,4164,233,998,1
2025-07-14,ICICI Bank,Jeffery Burton,michelle81,Later red school task miss occur play minute surface artist condition paper country trouble.,4662,1555,249,0
2025-05-06,Adani Ports,Ashley Davis,richardjohns,Camera perform role least how the arrive those throughout walk win above must piece.,2881,1129,161,1
2023-09-21,HDFC Bank,Mallory Ritter,hardydarlene,Cause open son role forward wear seek successful far very.,3480,1012,655,0
2025-08-24,Infosys,Joshua Macias,garyhansen,Sister suggest agent make thing area let alone machine during month piece lead claim pattern clearly.,2863,880,983,0
2024-08-31,Wipro,Chloe Martinez,kelleyelizabeth,Political model above senior whom billion travel start situation against compare.,2218,684,357,0
2023-12-21,Wipro,Mary Alexander DDS,robertwarren,Can several read question event stand career left imagine include affect rest.,3271,1032,982,0
2025-03-31,Infosys,Sarah Allen,julie44,Fine avoid health scientist let account nature relationship.,484,472,542,0
2025-03-19,Reliance,Christina Huff,tmiller,Certainly perform season go reason whether consider take myself parent health director true activity.,4799,121,103,0
2024-12-17,Tata Motors,Faith Hammond,woodsmegan,Culture nice change our late out because wide season high police send always ball fish.,1795,246,822,1
2024-02-24,ICICI Bank,Kimberly Duke,gnguyen,Laugh student government somebody thus ask laugh involve particular.,2987,1434,40,0
2024-05-26,Reliance,Valerie Stevens,meganmcconnell,Offer available activity of international organization their trade perform low soon.,3143,844,868,0
2025-03-11,ICICI Bank,Richard Roberson,lindsayglover,Other those all drug along real every though of.,955,1944,924,1
2024-03-20,Adani Ports,Eric Armstrong,brownpatricia,Road manage cup town offer voice together score tonight during.,1692,1191,932,0
2024-10-07,Infosys,Carol Estes,matthewwilson,Nature democratic position training end almost fly beautiful beautiful nearly season give day.,3842,1991,946,1
2025-05-28,Tata Motors,Bailey Scott,jacqueline24,Movie act development but thank choice for federal end appear find none maintain different figure order.,3630,832,194,0
2024-02-18,Reliance,Russell Knox,danielanderson,Day camera charge seven hear yeah career appear certain senior way base grow consumer letter miss.,3619,1813,178,0
2023-11-02,Reliance,Julie Carr,vlewis,Bed marriage catch above particular apply oil over fact environmental my people artist especially improve.,2108,997,208,0
2024-05-20,Bharti Airtel,Jennifer Martin,jacob30,Child beyond serious full check her assume behind management reflect myself morning reason newspaper budget.,4563,910,830,0
2025-07-03,ICICI Bank,Cheryl Fritz,tylergibson,Away indeed along chance go case itself into guess black American surface.,4054,233,186,0
2023-11-03,Tata Motors,Deanna Warren,gabrielasalazar,Brother minute let leg whose condition decide.,2915,1347,795,0
2023-10-24,ICICI Bank,Blake Beck,alexis39,While majority his image much energy next unit through wife least.,723,1014,791,1
2024-11-28,Reliance,Andrea Adams,lararegina,Television arm go central theory do accept apply study billion hospital dream tell everything civil.,2566,1224,868,0
2024-09-08,Adani Ports,Heather Morse,brownheather,Theory among or hold management on result leg none car yeah instead.,3890,1883,818,0
2025-01-02,Wipro,Christine Moore,ftorres,Skill start because attorney season agree at think themselves these hospital color.,4348,733,458,0
2025-02-24,Infosys,Felicia Ellis,zhangnicole,We threat network option first above both join play fact cause clearly.,1085,567,866,1
2025-09-08,Reliance,William Bell,torreskatrina,Son war piece main policy two ten.,4365,171,43,0
2025-04-17,HDFC Bank,Wesley Church,doconnor,Treat nature security whole draw senior involve me.,1034,758,699,0
2025-06-26,Bharti Airtel,Ruben Stone,perezamanda,Black should report nor left that serve day billion security job would design.,2931,972,377,0
2024-01-08,Bharti Airtel,Derrick Lopez,elizabeth11,Similar identify line tonight view heart wrong church at morning option but student authority radio behavior.,1941,965,21,1
2024-07-13,HDFC Bank,Mark Hess,dhenson,Woman her relationship full shoulder they card huge car view so example public population.,3487,257,634,1
2024-11-05,ICICI Bank,Patricia Hartman,emily10,Minute late chance after exist amount lose.,4934,674,689,1
2025-08-29,Wipro,Alexander Bowman,uball,Arrive paper deep maintain effect country its like across similar type month.,4267,83,726,0
2025-01-30,HDFC Bank,Kristine Miranda,qwilliamson,Assume raise consumer behind laugh statement ago no take question ready there best add.,392,1819,447,0
2024-05-07,HDFC Bank,David Wang MD,chambersjill,Foreign possible me game help weight learn face item painting lawyer sign remain prepare note.,4232,1180,837,0
2025-08-08,HDFC Bank,Matthew Jacobs,suzanne48,Quality crime clear hear new TV prepare room will possible by.,3919,380,734,0
2024-05-03,Bharti Airtel,Mary Hernandez,cassidy49,Skill conference drop world project live college rise discuss skin feeling form run official usually.,3798,1123,635,0
2023-11-02,Tata Motors,Heather Stevens,garciaaaron,Success agency a black friend itself push take.,1388,1945,817,0
2025-01-07,Infosys,William Edwards,brandon09,Do buy TV feeling north concern happen economic might decide over weight lose pattern.,113,237,196,0
2025-07-24,HDFC Bank,Patricia Good,michaelwilliams,Production machine another share though thousand necessary drop few right half suggest get.,3831,137,730,0
2024-03-20,Infosys,Nicholas Watkins,shawn23,Smile year school main sister campaign which.,2283,595,40,0
2025-07-04,Reliance,Ms. Marisa Stewart,ugraves,Pressure far house chance save front low indicate foreign skill place have environment bar.,3228,56,72,0
